-1,"Dress is nice but can't be worn without tights or you are at a risk of indecently exposing yourself. it is around 30"" in length so is more of a tunic than a dress. i'm only 5'1 and it was too short . can't imagine anyone taller even trying to wear this !"
0,I ordered the navy/gray combo in size xl. it was too heavy and uncomfortable to wear. it also attracted so much lint. the one i received must have come from a store because it already had a lot of fuzz on it. it added weight and was unflattering for my shape. the colors do match the photos online. the length also matches the model's photos. it just didn't work for me.
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.
-1,This dress is so cute but it's going back. the zipper is horrible and all of the other reviews are true - you'll need to size up.
1,These joggers are gorgeous--you can even dress them up! the quality and softness is amazing and very expensive looking. the fit is perfect not to mention the fact that they are very flattering. really  i knew the minute i saw them  i would love them. but  i do have to say that the lovely model wearing them ---the model with the wine colored shirt and the awesome red bag (i bought that too!!!)and that big smile sold me!. many thanks to retailer--personal stylists carolyn and blair. always so helpfu
0,I was so excited to purchase this dress for my masters graduation party. it looks beautiful on but i could not get over one little detail. the structure of the top falls funny on your chest - a bit too high from the rest of the pulled fabric. it doesn't look right. if you have a necklace that falls perfectly on the piece of fabric  like the main photo shown  you are good. the third photo with the short necklace shows this issue best.
-1,I love the fit of these pants -- they're the perfect slim black pants. however  i wore these pants exactly three times before the seams split the middle of the pant in not just one  but multiple places. disappointed by the workmanship/quality of the product  especially since the pants fit amazingly and don't sag like other slim fitting black pants tend to do. i hope retailer will take this into consideration and improve the quality of future iterations of this product.
0,I have a 36c bust. i bought this blouse in a 10  even though i wear an 8 or 10. i sized up based on previous reviews. this top was super tight in the bust (it literally flattened my breasts) and very loose on the bottom. it was not flattering at all. the material is gorgeous. it is thick. it is lined. it is darted at the bust and it flares out in a peplum fashion where the light fabric up top meets the dark band of fabric in the middle. the problem is that busty ladies will find the bust area wa
-1,I wanted to love this so much that i ordered in both a mp and sp. both have gone back. i'm petite and curvy - particularly on top. i wear petites 90% of the time. this didn't fit like a petite - it was cut like full size in every way - particularly the arm holes and length. when the mp didn't fit (i always start trying on in the larger size)  i thought - well surely the small will be better. i considered keeping because i would wear it with jackets over it  then decided that was crazy. disappoin
1,Cute layered cami. great colors for summer or fall. very light fabric  tends to get a bit staticy. shorter in the back than expected but a good versatile top
1,"I hate buying dresses because i rarely find one that fits well. i'm very petite on top (xsmall) and small/med on bottom  5'8"". usually dresses are tight on my hips & thighs and loose up top. this fairly lightweight yet warm dress is such a winner! form-fitting yet stretchy and forgiving in all the right places. the x-small and small both fit pretty well but i decided to go with the x-small on this one. i think this will be a staple winter/fall dress. loved the fit so much i bought it in the peac"
-1,Very disappointed: runs small in chest and too long. the fabric is cheap but the print is pretty with the bead and flower detail. i don't think  this dress is worth the price  it is not even silk and the underlay feels like cheap gauze. i have been in the fashion industry for over 30 years and this is a miss mark in my opinion. put it back on the rack  and save your $ for something better at sweet retailer!
1,"This dress is great but extremely short. i'm 5'6"" wear a size 4/6. the 6 looked like a tunic on me it was so short."
-1,This dress is adorable in the photo; however  in reality  it fits like a tent. the top would be okay although i would need a smaller size if i were to keep it. it flares out in the skirt to become an a-line and it's just not very flattering. if i had read the reviews before ordering  i would have sized down  but i ordered before any reviews had been posted. sadly  i must return.
1,I ordered this top in a xs which is what i usually wear in most tops. a little big but just shrunk it. very comfy and love the color.
-1,I wanted so badly to love this dress  but i couldn't get past the thin material that you can actually see through. not for this price anyhow. the dress is shorter than i had anticipated  and more fitted around the waistline flaring out at the bottom which i feel isn't accurately portrayed in the photo. on the positive though  the color is beautiful and the neck line stunning  but alas will be returning.
1,I love this top soooooo much! i love straps and i love tops that will show some of my sports bra in the back  since i tend to buy some that have some strappiness. i love that this top has it all-it is lightweight  and it has some character so it is more attractive than an everyday kind of workout top. it is comfortable  even for classes like body pump where you are constantly moving your arms. i love that the colors are not bold  i am sick of neon!!!!
0,"This is a thick jacquard fabric and the colors are stunning. this would be best for very thin petties or tall women. i'm 5'4""  125#  27/4  and it was just too much fabric so my waist looked thick. the length was great though. sad it didn't work out"
1,This dress stunning for the hourglass figure. the hips may be a little narrow. i bought the 6p and 4p and the 4p fit best. i read some reviews that said the hips were snug. it's true- a little difficult to sit down haha but the dress is so flattering. shoulders are a little loose  and i have pretty broad shoulders and a full chest. i'm 5'4  32dd  waist 27 and 130 lbs.
-1,"This sweater was a big let down. i am 5'2"" so i ordered it in a petite. it was so short that if i lifted my arms  you'd see my bra!! there is no way i could wear it without something under it- even with high waisted bottoms. and the bell sleeves look nothing like the pic. the entire sleeve is just wide  and it continues with little increase into the cuff. it is just short and boxy. it is going back for sure."
0,I ordered a medium and it fit perfectly. i am anywhere from a size 6-8. 5'9  155lbs.  sadly  i am returning this dress because the horizontal stripes make my hips look huge.
-1,The blouse is lovely - but after washing it exactly as specified  it shrank more than a full size. this is an expensive hand-me-down for my daughter...
0,I love this!!!! nice and lightweight. super stylish
1,"I like this sweater so much i just bought it in a second color! the pleats make the sweater conform to my shape just enough to be flattering. i wore it over three different dresses this week that might have felt too bare for work or cooler weather. i live in a hot climate so this is the right weight for our cooler months. the metallic threads give it a little bit of flair and the grey color goes with everything. i'm 5'7"" size 10-12 and the large fit just right."
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.
0,This top is a little more casual than i anticipated especially for the price. it is completely sheer and you do need a tank under it. also  the arm and neck makes it look more like a ordinary teeshirt. still  the lace design is super cute and would work well with both skirts and jeans.
