1,Really cute top  comfy  with just enough flare that it can be dressed up a bit  or worn just casual. not clingy at all...in fact  maybe just a tad too flowy around the middle  but not so much that it kept me from going back to buy it immediately in a second color! i typically wear a large  but suspect the arms on the medium might be a tad small if i sized down.
-1,"The quality of the garment is high--a nice substantial yarn and a pretty crochet pattern  but the cut was totally off for me. i'm usually an xs/s  and was swimming in the xs. the arms in particular were huge and drapey  and the whole thing just hung on me (for reference  i'm 5'4""  120 lbs)."
1,Love this suit. i ordered up a size on the bottoms  and am so glad i did. the style fits true to size  is beautiful  and vibrant. i thought it looked like ribbing vertically  but it is just part of the design. it is not padded at all  but is thick enough to be seamless.
0,"This jumpsuit is lovely and comfortable  with gorgeous embroidered detailing  but it really needs to come in petite sizes. at 5'4"" with a pretty proportional torso to leg ratio  i found the hem length okay but the top portion way too long. for the waistband to be anywhere near my natural waist  the shoulders would have had to be taken up several inches and the armholes shortened."
0,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.
-1,I'm not really sure what the designer was trying to accomplish with this dress. the fabrics and details are pretty but the shape is really strange. for one thing  the dress has a very straight cut so there is not a lot of room for movement and the thin belt makes the shape even worse. i felt like i was wearing a really fancy garbage bag. also  the way the bottom flares out is just strange considering the cut and length. i really wanted to like this dress but unfortunately it was a complete miss
1,Soft knit  perfectly finished  comfortable and looks great on the model and the previous reviewers' mom.  it just looks too 'empty-nester' for my style (and i won't be until 2035!)  this is a nice base for a creative dresser/accessorizer  which i'm not.  i'm also messy so it's hard to keep ivory clothing coffee free.  i'm glad i tried it on because it proves how great a label knitted & knotted is for quality garments.  just had to pass on this for personal style reasons.
0,Very very cute. bought in store yesterday. put it on today to wear and it is huge. i normally buy a large in tshirts. i will return for either a small or medium but will try on in the store. oh well.
0,I ordered this in hopes of wearing as a tunic with leggings for my rehearsal dinner. it is much shorter than expected and wouldn't have looked right with leggings. it also was more gray than ivory and in the short time i had it on was shedding lint like crazy. beautiful in photos but didn't work for me.
-1,This dress has been in my inbox for a long time and when it went on sale i purchased it right away. i am a size 4 petite in everything retailer and have not had a problem with fit  if anything i might have to size down. i purchased a 4 petite in this dress and i couldn't zip it all the way up. it was as if i was trying to get into a 0 petite.  i don't even think a size 6 would fit. there is something not right with the make of this particular dress i received. even if the fit was perfect i didn't
-1,I was so looking forward to wearing these pants on an upcoming trip. i already had my outfits planned! when these pants arrived  however  they were very different from those shown in the pictures online. firstly  the pants are  in actuality  quite cropped. i am 5'9-- the model in the pictures is at least that height  if not taller-- and the hems were several inches above my ankles. secondly  the pants appear to be an even wider cut than what's shown  although the width of the pant legs may have
1,Cute  comfortable  easy to wear  even on my hourglass figure. can't decide the best shoes to wear with this - so it doesn't look frumpy.
-1,"I can't believe the reviews this dress has gotten. i ordered it and was so excited to get it. when i tried it on all of my excitement was gone. while i love the color the quality just isn't there and its not worth the money even with the 25% discount i used. the fabric is not thick  in fact it is quite sheer for ""velvet"". i honestly wouldn't feel comfortable with out a slip on underneath this. second is the fit. i'm 5'6 32a  xs on top 4 on bottom and i ordered an xs and the way this hung on me w"
-1,Quality piece except the fit is way off. i have a 32 c bust and long narrow torso  larger on the bottom. i ordered the small. i frequently wear a small/extra small on top and i was busting out of this in the chest area. however  the fit then flares way out from the torso and it just looked dumpy and overpowered my 6 foot frame. i marked it as running small  which it does on top  but then it runs very large on bottom. wanted it to work  but didn't.
-1,Noticed all the 5 star reviews online for the latest pilcro stets- so due to the past 2 years of dissapointment of what was once a great pair of jeans....i was hopeful that retailerpologist listened and went back to the original pilcro stet formula- thick denim  just the right amount of give and a flattering 10 inch rise. walked right in and found them- and i knew right when i touched them- they were still the thin denim that's nowhere near the quality they once were. consumers pay attention and t
-1,Looks like a pregnancy top. a lot gathers in front and back. added 10 pounds to me. not flattering on  much longer than on the model. and the color is not white. it's white with a weird tan/ taupe stripe.  i returned it same day i received it  which was disappointing.
1,I love  love these wide leg pants! the embroidery detail give them a little something extra special. they are comfortable  and perfect. the length is great for wedges  and the fold over waist does not add bulk. the only downside  and this is probably due to my figure  but the pockets do need to be sewn shut so that they will lie flat.
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.
-1,I was surprised retailer decided to ship this sweater. the sweater looks like it's falling apart and it is huge. i would not recommend this even at a clearance price.
0,I was excited to receive this top because i love the design  but was very disappointed when it arrived. i thought the embroidery would be striking but it's not. the material is a t-shirt knit which also added to the disappointment. it was not flattering at all.
0,"Really wanted this to worked for me. ordered the s in ivory (the color i really wanted but xs was sold out) and the xs in cedar.  loved the knit and look and quality but the sweater was boxy and huge even in xs.  not flattering on my petite frame (5'2""  115#).  so disappointed as i've been looking for a non-wool sweater like this."
1,"This is such an easy dress to wear and it looks very polished! it is not a ""cheap polyester"" fabric as one reviewer wrote. it is a rayon and nylon blend. it does wrinkle easily. i love that the belt is actually sewn into the dress at the back. i don't typically gravitate toward warm color palette  but the burnt orange color is really lovely. it can be dressed up or down very easily. and it has pockets! i typically wear xs in retailer brands  and the size 0 fit me well."
1,I have thicker thighs and don't usually find that i can wear this kind of thing. these  on the other hand  are hot  hot  hot and are even somehow slimming for my thighs. i just adore them. i'm waiting for the green color to go on sale so i can buy them too!
1,I got this dress to wear for christmas and it is perfect. looks great and is very comfy. low cut in front and back that is not too revealing and allows for perfect bra coverages. i got it in a small small.
