1,This dress is perfect. it's ridiculously soft (i felt like i was wearing pajamas) and it fits perfectly. the quality is great; well worth your purchase.
0,"I think the model is wearing a larger size  per the first review. i am 5'2"" and 105 lbs and the xs fits about the same in length but not nearly voluminous. so you should order up if that is what you want. this will be perfect for some long summer flights instead of a wrap  since the sleeves will be more convenient and i always look schlumpy rather than elegant in a shawl! if it had some cashmere or another softer fiber i would be totally in love with it."
1,I'm petite and pear shaped so i'm small on top and curvy around the hips and love the way this dress fits. it's a relaxed fit so it's not super fitted and it's loose around the waist which is great. it's a wonderful casual dress to wear with a pair of tall boots. i adore it!
-1,Man  this dress is the worst. i don't understand how it looks the way it does on the model. agree with previous reviewer - there must be a minimum of 200 pins pulling the waves and waves of extra fabric back. this dress looks so cute   but is so  so  so disappointing in person. sweater collar and cuffs - stiff and bulky. dress - billowy and sack-like - not sure how they got a belt to pull it all in. save yourself the return and do not get sucked in by the sale price and extra sale discount like
0,I love the design and aesthetic of this dress but when i tried it on it was less than flattering on me and looked almost night gown ish:(  really sad because the material is gorgeous! i bought it for my sister instead because i know it will flatter her body type more than mine.  i'm rather full on bottom and top and it seems to look better on slender women.  the only complaint  is have is that the straps seem delicate. the actual material and fabric is crazy beautiful though!
0,I usually wear petite which this was not so a little big for me. but nice color and good quality  but pricey for what it is. it's more like a $45 sweater not $100+
0,"I'm 5'9"" and 155lb. i have been wearing small a but this was realllllly small especially at my arms. it made me look like i was taking off... much more beautiful on the model. a medium would e been too big on my torso. the color is amazing! made my blonde hair really pop. i don't love green but this was so different.  would love to find something else in this color that suits me! you need to be a super skinny waif to look good in this!"
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.
0,"I expected to love this  since i usually look good in this style of jacket. it's definitely comfortable and the fit was fine  but i really don't care for the wooden buttons and the overall look was just ""meh."" it's going back  unfortunately."
0,I thought this dress was very cute on the model  however it was way too tight across the chest for me. going up a size would mean it would be too roomy everywhere else. also  fabric wasn't great.
1,I ordered the white in this. i found it to be so much prettier in person than the photos. i don't think they do this piece justice. i am normally a medium and that is what i ordered. i found it fit true to size. love the three ties in the back. it's a tad baggy  but looks great. i can see that this might snag easily though.
0,"I ordered 2 sizes to try for in store pickup. both were too large  so size down (i am 5'4""  125 lbs and the s was too large in the neck and body  even though i generally wear things large). also  the collar was a hemmed flat collar  not the roll collar depicted. i reviewed that with the salesperson as well -- we were both at a loss to explain why  and the tiger embellishments were more orange  yellow and glittery on the ones i ordered."
